573094,3,1,0.941,0.896,-1.206,0.904,0.948,-1.475,1.46,4.42,6.62,1.36,5.39,7.63,17.32,599.6,437.38,11.1,81.28,77.19
573103,0,5,0.913,0.906,1.440,0.969,0.889,2.380,8.62,4.86,1.35,15.94,8.16,1.16,34.97,67.31,3596.28,452.53,278.99,28.06
610736,3,0,0.931,0.872,-1.579,0.904,0.956,-1.392,1.28,5.52,9.89,1.27,5.80,10.03,12.42,95,270.97,7.26,66.56,118.19
610735,0,1,0.893,0.947,-0.203,0.985,0.881,0.054,2.33,3.31,3.04,2.70,3.31,2.63,80.3,193.63,877.86,74.28,27.14,58.51
610744,2,1,0.944,0.876,-0.663,0.934,0.930,-0.309,1.82,3.61,4.32,2.13,3.31,3.51,78.66,584.61,1585.4,32.69,36.07,48.82
610738,3,0,0.907,0.895,-1.840,0.894,0.963,-2.423,1.20,6.55,13.20,1.12,12.41,23.38,14.16,2894.83,2548.49,7.31,192261.37,767.22
610743,1,1,0.902,0.936,-0.321,0.986,0.890,-0.451,2.14,3.40,3.28,2.02,3.55,3.55,22.5,110.59,181.08,6.81,14.2,22.33
610737,6,2,0.907,0.928,-0.609,0.894,0.966,-0.731,1.84,3.66,4.03,1.76,3.95,4.25,12.67,140.56,111.69,12.64,30.47,48.52
610740,1,3,0.907,0.937,-0.419,0.883,0.995,-0.822,2.08,3.49,3.35,1.72,4.23,4.29,40.51,1358.15,1654.5,50.15,74.25,124.88
607207,3,1,0.988,0.846,-0.713,0.978,0.904,-0.426,1.78,3.58,4.49,2.05,3.44,3.60,26.36,302.1,1623.55,18.2,47,43.23
607216,1,3,0.945,0.875,0.084,0.854,1.007,0.238,2.72,3.37,2.48,2.97,3.53,2.30,22.82,40.01,351.04,22.88,41.91,18.35
607209,2,2,0.908,0.913,0.600,0.941,0.924,0.594,3.86,3.75,1.85,4.13,3.84,1.81,72.9,35.2,107.22,35.02,29.5,11.93
607214,0,2,0.921,0.904,2.102,0.960,0.893,2.046,11.56,6.55,1.21,12.10,7.06,1.20,142.09,53.25,33.66,172.4,48.39,6.11
607208,4,2,0.886,0.934,-3.032,0.863,0.982,-3.712,1.07,12.04,26.27,1.04,16.02,35.72,7.64,830.98,1304.24,4.43,373.13,568.85
596463,2,0,0.943,0.875,-0.611,0.917,0.950,-1.139,1.83,3.70,4.14,1.53,4.41,5.79,112.11,1173.72,2202.35,35.64,73.73,127.04
596466,4,3,0.891,0.933,-1.920,0.903,0.947,-2.435,1.24,6.43,9.76,1.18,8.23,11.95,20.71,767.38,660.91,7.75,147.09,234.46
596464,2,2,0.939,0.879,-1.494,0.890,0.970,-1.894,1.33,5.25,7.94,1.26,6.29,10.14,7.86,513.67,739.38,14.65,157.89,254.34
596467,2,2,0.871,0.938,0.482,0.952,0.929,0.127,3.55,3.60,1.98,2.95,3.46,2.35,94.63,258.91,1164.38,100.56,24.36,72.7
596465,4,1,0.872,0.956,-2.031,0.941,0.903,-2.638,1.21,6.80,11.83,1.15,8.47,14.87,19.91,659.69,778.38,6.67,125.7,275.2
596471,1,1,0.918,0.922,0.009,0.988,0.888,-0.165,2.61,3.45,2.53,2.40,3.56,2.77,28.84,144.37,287.29,11.89,15.08,21.22
596468,2,1,0.932,0.922,-0.066,0.996,0.883,-0.199,2.50,3.36,2.71,2.45,3.38,2.84,17.1,31.5,56.68,35.01,30.55,47.25
596469,2,6,0.946,0.867,-0.472,0.882,0.989,-0.291,1.98,3.46,3.71,2.09,3.51,3.39,18.67,26.43,288.57,15.26,29.71,20.04
596470,0,0,0.946,0.880,-1.451,0.972,0.884,-1.281,1.37,5.04,7.39,1.42,4.80,6.74,9,113.31,336.13,11.21,29.28,75.5
610742,3,5,0.943,0.885,1.687,0.970,0.885,2.009,9.76,5.48,1.29,12.80,6.94,1.20,159.02,101.12,955.76,137.33,94.83,7.58
610739,4,1,0.880,0.940,-1.563,0.914,0.942,-2.091,1.31,5.37,8.87,1.20,7.21,11.78,17.62,1061.46,1031.04,8.48,128.4,159.14
607213,1,1,0.902,0.941,-0.380,0.953,0.908,-0.481,2.06,3.33,3.57,2.01,3.42,3.77,20.48,23.64,83.27,12.43,56.34,36.69
607210,3,0,0.930,0.913,-0.686,0.911,0.957,-0.576,1.79,3.63,4.34,1.83,3.89,3.98,21.86,63.48,222.62,15.36,47.97,25.78
607211,2,2,0.963,0.891,-0.250,1.010,0.854,-0.222,2.24,3.42,3.12,2.36,3.57,2.84,48.03,36.33,639.62,8.25,20.65,17.23
573059,1,6,0.855,0.975,0.719,0.930,0.930,0.566,4.52,3.72,1.76,4.03,3.76,1.86,108.67,179.3,304.86,35.67,14.98,10.92
574729,3,2,1.033,0.786,-0.436,0.997,0.848,-0.288,2.00,3.25,3.64,2.18,3.32,3.12,33.98,44.18,705.13,16.45,10.99,43.41
574734,4,1,0.953,0.853,-0.029,0.932,0.894,0.015,2.39,3.29,2.86,2.67,3.25,2.51,135.74,141.63,824.78,18.99,12.8,29.12
574730,1,0,0.818,0.986,-0.556,0.860,0.971,-0.813,1.84,3.22,4.33,1.61,3.68,5.28,61.29,668.63,1016.71,14.11,24.55,57.86
574732,1,0,0.827,0.975,-0.328,0.937,0.896,-0.461,2.00,3.30,3.49,1.94,3.43,3.64,12.95,53.95,79.38,7.2,14.06,21.01
574737,2,3,1.002,0.802,0.786,0.928,0.892,1.261,4.79,3.64,1.68,7.82,4.52,1.38,96.47,361.03,3265,245.01,72.88,44.4
574738,2,1,0.841,0.976,-1.979,0.875,0.949,-2.046,1.17,6.35,13.84,1.15,7.01,14.30,9.13,197.03,300.26,3.78,83.38,193.47
574735,3,1,0.883,0.939,-1.535,0.851,0.981,-2.042,1.32,4.87,9.23,1.16,6.79,15.07,94.51,1654.61,2610.48,23.8,172.96,399.4
574731,6,2,0.840,0.963,-1.320,0.858,0.964,-1.507,1.41,4.39,7.80,1.28,5.27,9.48,117.48,726.5,1121.53,16.7,72.64,140.11
574733,1,2,0.932,0.892,0.775,0.916,0.895,1.200,4.54,3.52,1.75,7.05,4.32,1.42,111.35,300.91,3130.55,143.97,52.31,37.62
574736,1,2,0.937,0.866,0.640,0.952,0.878,0.801,4.09,3.36,1.90,5.19,3.84,1.60,246.67,114.46,1579.9,114.05,31.86,48.52
634061,,,0.853,0.986,-0.173,0.881,0.954,-0.331,2.21,3.28,3.02,2.07,3.25,3.45,20.39,43,352.03,9.18,10.1,34.9
634060,1,1,0.940,0.900,0.299,0.842,0.999,0.264,3.18,3.31,2.13,3.22,3.13,2.23,65.51,58.49,25.31,19.76,14.04,20.61
634062,2,1,0.891,0.936,-1.186,0.945,0.879,-1.476,1.43,4.49,6.06,1.35,5.02,7.12,12.47,270.26,438.86,8.35,44.43,100.61
573054,2,0,0.843,0.970,-2.311,0.910,0.940,-2.579,1.13,8.70,19.31,1.10,10.27,22.18,7.59,494.49,559.02,3.21,141.23,179.2
573061,3,1,0.909,0.902,-2.100,0.985,0.875,-2.269,1.18,7.12,15.82,1.15,8.26,18.01,15.06,417.84,726.94,4.95,101.49,278.68
573003,0,0,0.948,0.900,0.039,1.024,0.841,-0.271,2.96,3.32,2.44,2.45,3.25,3.06,303.23,340.3,1639.41,154.89,8.09,107.79
634055,2,0,0.899,0.906,-1.103,0.928,0.902,-1.417,1.47,4.20,6.02,1.36,4.89,7.37,23.55,481.09,760.67,13.99,46.76,114.26
634058,2,1,0.875,0.923,-1.219,0.956,0.871,-1.438,1.40,4.52,6.73,1.35,4.87,7.60,11.24,125.81,290.21,6.56,34.16,78.25
634057,1,1,0.946,0.879,0.489,0.959,0.878,0.317,3.60,3.47,1.92,3.43,3.42,2.02,63.47,30.28,100.9,18.47,13.6,15.63
634059,0,2,0.963,0.842,-0.706,0.911,0.926,-0.571,1.73,3.66,4.23,1.80,3.55,4.15,9.36,70.36,65.89,11.95,13.77,33.04
634056,0,0,0.954,0.863,-0.757,0.959,0.869,-0.730,1.63,3.86,4.71,1.73,3.71,4.32,35.44,111.89,346.96,12.46,14.02,39.24
630689,0,2,0.847,0.946,0.130,0.963,0.863,-0.162,2.68,3.45,2.42,2.42,3.28,2.78,75.74,72.46,567.97,17.83,14.41,38.75
630691,1,2,0.886,0.913,-0.993,0.861,0.961,-1.021,1.52,4.21,5.61,1.49,4.09,6.27,33.61,39.17,433.75,9.36,20.84,85.37
630688,1,2,0.911,0.885,-0.449,0.837,1.001,-0.723,1.93,3.63,3.47,1.70,3.79,4.49,30.47,281.17,1167.68,35.5,36.32,136.97
630692,1,0,0.875,0.923,-1.000,0.840,0.967,-1.028,1.50,4.19,5.80,1.46,4.17,6.59,32.34,40.66,470.73,11.64,23.31,89
630694,1,2,0.849,0.940,-1.452,0.868,0.951,-1.579,1.30,5.28,8.06,1.27,5.40,9.55,14.02,55.61,546.54,6.12,41,135.89
630695,1,2,0.901,0.887,-0.493,0.924,0.906,-0.377,1.89,3.78,3.46,2.02,3.46,3.40,14.89,303.06,82.79,11.28,25.46,15.25
573093,0,4,0.926,0.890,0.776,0.858,0.989,0.906,4.74,3.80,1.70,5.56,3.94,1.61,34.11,136.04,401.93,58.22,14.85,8.33
573091,2,1,0.867,0.970,-0.643,0.910,0.971,-0.827,1.83,3.59,4.31,1.66,3.82,5.40,70.42,244.57,899,14.1,17.03,83.36
610732,3,1,0.808,1.053,-0.704,0.847,1.029,-0.750,1.73,3.95,4.44,1.64,4.05,4.96,74.15,79.74,394.54,19.17,22.43,54.66
610726,3,2,0.960,0.876,0.086,0.875,0.993,0.006,2.71,3.45,2.47,2.63,3.43,2.61,72.75,22.67,124.68,38.48,7.51,57.51
610734,1,0,0.833,1.001,-0.579,0.936,0.931,-0.595,1.87,3.71,4.04,1.79,3.67,4.40,206.13,36.83,319.96,21.44,14.84,46.4
610731,0,5,0.928,0.903,0.960,0.908,0.937,1.216,4.78,4.34,1.60,5.79,4.75,1.49,51.82,91.18,598.39,86.43,33.08,10.73
610725,1,1,0.940,0.879,-0.555,0.971,0.888,-0.713,1.94,3.58,3.68,1.80,3.73,4.31,18.52,144.26,465.53,10.22,12.84,51.25
610727,1,0,0.975,0.863,0.592,0.923,0.963,0.399,3.99,3.72,1.87,3.95,3.41,1.98,256.66,93.62,160.02,155.78,69.42,84.03
610728,3,1,0.932,0.901,-0.130,0.986,0.872,-0.203,2.37,3.38,2.87,2.40,3.36,2.92,19.6,17.58,28.27,10.4,7.42,26.52
607199,1,1,0.918,0.910,1.073,0.859,0.983,0.991,6.98,4.05,1.48,6.30,3.99,1.54,195.43,107.48,204.69,38.23,15.3,8.97
607204,4,1,0.853,0.965,-2.159,0.933,0.922,-1.959,1.21,7.22,11.63,1.20,7.54,11.36,31.69,425.13,743.51,8.3,70.35,160.88
607200,0,1,0.973,0.877,-0.426,0.954,0.917,-0.657,2.02,3.52,3.67,1.87,3.94,3.78,135.24,349.64,525.56,35.89,39,84.23
607198,1,1,0.955,0.876,-1.320,0.917,0.946,-1.052,1.38,4.84,7.52,1.45,4.34,7.25,17.7,349.41,168.91,9.66,20.92,51.01
607206,0,0,0.970,0.853,-1.299,0.928,0.935,-1.210,1.41,4.63,7.52,1.43,4.62,7.03,30.95,76.82,430.53,8.55,29.12,86.54
573084,2,1,0.948,0.878,-0.491,0.914,0.956,-0.590,1.97,3.47,3.73,1.86,3.68,4.10,10.39,133.37,215.95,10.9,19.58,39.24
573088,1,2,0.840,0.980,0.500,0.902,0.971,0.417,3.75,3.41,2.00,3.82,3.44,1.99,89.1,8.56,68.03,30.73,13.44,16.33
573090,0,2,0.974,0.850,0.469,0.934,0.929,0.278,3.66,3.50,2.03,3.55,3.50,2.07,215.6,29.66,169.69,73.34,11.72,60.65
573089,1,4,0.921,0.903,0.819,0.987,0.881,0.762,4.87,3.91,1.67,4.98,4.08,1.65,88.77,29.26,73.08,23.91,60.62,9.63
596455,2,2,0.884,0.936,-0.408,0.949,0.915,-0.291,2.01,3.48,3.58,2.11,3.42,3.46,34.91,56.43,197.84,31.6,20.41,26.58
596454,1,1,0.922,0.888,1.157,0.874,0.977,1.422,6.37,4.67,1.44,7.15,5.08,1.39,96.68,34.46,210.68,67.76,42.9,10.67
596460,1,1,0.964,0.862,-0.426,0.926,0.941,-0.574,2.01,3.53,3.53,1.90,3.72,3.84,38.51,113.76,221.7,22.66,22.6,62.51
596458,4,2,0.870,0.984,-0.565,0.928,0.942,-0.576,1.92,3.56,4.01,1.80,3.56,4.53,174.4,74.58,564.8,24.78,13.87,38.16
596459,4,5,0.920,0.906,0.613,0.991,0.878,0.780,4.12,3.71,1.80,4.50,4.16,1.69,32.5,20.14,203.04,60.28,52.51,24.38
596457,1,1,0.958,0.881,-0.198,0.948,0.925,-0.093,2.30,3.40,2.98,2.42,3.48,2.80,53.74,16.69,215.4,17.42,11.7,17.24
596456,0,2,0.892,0.925,0.443,0.903,0.966,0.090,3.66,3.49,1.98,2.95,3.38,2.41,170.05,415.05,1611.23,155.36,9.05,93.02
596462,1,1,0.884,0.934,-0.348,0.960,0.908,-0.409,2.18,3.53,3.30,1.99,3.66,3.59,192.62,402.86,1259.14,34.41,11.2,43.95
596461,3,5,0.880,0.947,0.163,0.882,0.965,0.219,2.68,3.54,2.45,2.78,3.85,2.29,59.64,43.53,177.15,16.46,29.42,16.43
610730,1,1,0.891,0.930,-0.285,1.000,0.870,-0.462,2.19,3.36,3.19,2.04,3.40,3.64,24.77,77.64,357.22,7.88,9.99,37.31
573086,1,0,0.886,0.934,-1.217,0.910,0.947,-1.235,1.41,4.51,7.53,1.41,4.65,7.65,8.1,34.85,79.86,6.01,26.12,60.65
573092,0,1,0.954,0.868,1.137,0.913,0.946,1.345,7.03,4.29,1.46,9.25,4.90,1.35,108.27,151.67,964.93,71.71,29.14,6.02
574721,0,4,0.893,0.897,0.496,0.897,0.911,0.519,3.78,3.31,1.92,3.94,3.40,1.87,37.48,16.62,63.49,25.58,10.93,8.33
574720,1,2,0.918,0.879,0.533,0.954,0.870,0.871,4.08,3.35,1.84,5.14,3.85,1.60,45.44,58.75,1132.03,78.99,32.44,24.15
574723,2,2,0.880,0.917,0.736,0.945,0.859,0.746,4.50,3.46,1.74,4.89,3.77,1.64,59.95,14.21,201.4,40.48,27.45,12.06
574727,2,0,0.928,0.901,-0.546,0.932,0.893,-0.671,1.83,3.35,4.12,1.74,3.60,4.33,22.77,148.39,148.86,7.85,21.65,27.58
574722,3,1,0.896,0.924,-0.863,0.876,0.960,-1.268,1.65,3.57,5.31,1.37,4.58,7.92,112.85,1618.04,2674.42,61.04,81.55,194.31
574725,1,1,0.883,0.925,-0.546,0.842,0.991,-0.729,1.83,3.34,4.21,1.66,3.65,4.91,25.96,305.18,548.55,14.93,24.46,55.67
574719,3,0,0.879,0.917,-1.351,0.902,0.918,-1.699,1.36,4.70,7.80,1.21,5.87,12.70,36.94,952.54,2440.14,22.06,105.29,437.11
574726,0,4,0.914,0.887,-0.286,0.946,0.873,-0.432,2.20,3.11,3.26,2.01,3.26,3.63,71.71,190.54,406.46,15.95,9.36,26.66
574724,2,2,0.901,0.898,-0.279,0.929,0.905,-0.414,2.09,3.21,3.36,2.00,3.34,3.54,16.55,70.31,99.69,5.96,11.79,19.8
